Ticket_ID,Camera_ID,Store_Location,Store_City,Store_State,Site_Name,Zone,Banner,Region,Market,Manufacturer,Model,Serial_Number,Failure_Reason,Ticket_Created_Date,Priority,Resolution_Date,Replacement_Purchased,Replacement_Cost,Warranty_Status_At_Failure,Days_Until_Warranty_Expiration,Recommended_Action,Potential_Recovery_Value
TKT-009604,CAM57045,10126,Arbutus,MD,"Arbutus, MD #10126",Deli,Supercenter,75,288,Bosch,FLEXIDOME IP 3000i,BOS998041934,Power Failure,2025-12-05,Medium,2025-12-30,No,0,Active,874,Check RMA Eligibility,-150
TKT-009608,CAM137470,10447,Blacksburg,VA,"Blacksburg, VA #10447",Deli,Supercenter,75,314,Bosch,AUTODOME IP 5000i,BOS680877232,SD Card Failure,2025-06-21,Medium,2025-06-29,Yes,2500,Active,1233,Submit Warranty Claim,2350
TKT-009616,CAM116521,10364,College Park,MD,"College Park, MD #10364",Garden Center,Supercenter,75,293,Bosch,FLEXIDOME IP 3000i,BOS664293316,Lightning Strike,2026-01-19,High,2026-01-22,Yes,2500,Active,1357,Submit Warranty Claim,2350
TKT-009618,CAM12040,2438,STAFFORD,VA,"STAFFORD, VA #2438",Sales Floor Aisle 1-10,Supercenter,75,291,Axis,M3116-LVE,AXI423859019,SD Card Failure,2024-11-20,Medium,2024-12-10,No,0,Expiring Soon,48,Escalate Before Warranty Expires,-150
TKT-009623,CAM212765,10749,Severna Park,MD,"Severna Park, MD #10749",Sales Floor Aisle 1-10,Supercenter,75,315,Hanwha,PNM-C16083RVQ,HAN402426566,Overheating,2025-03-01,High,2025-03-07,No,0,Active,1378,Check RMA Eligibility,-150
TKT-009631,CAM28966,10013,Charlottesville,VA,"Charlottesville, VA #10013",Restrooms Area,Supercenter,75,288,Axis,P3245-LVE,AXI109982743,Focus Issue,2025-10-29,Medium,2025-11-28,Yes,2500,Active,906,Submit Warranty Claim,2350
TKT-009634,CAM20620,4258,FREDERICKSBURG,VA,"FREDERICKSBURG, VA #4258",Customer Service,Supercenter,75,291,Bosch,DINION IP 7000 HD,BOS828984983,SD Card Failure,2025-05-16,High,2025-05-25,No,0,Active,1197,Check RMA Eligibility,-150
TKT-009644,CAM68649,10172,Parkville,MD,"Parkville, MD #10172",Cash Registers,Supercenter,75,288,Bosch,FLEXIDOME IP 5000i,BOS472309187,IR LEDs Burned Out,2025-04-01,Medium,2025-04-25,Yes,2500,Active,992,Submit Warranty Claim,2350
TKT-009645,CAM74956,10197,Arlington,VA,"Arlington, VA #10197",Grocery Section,Supercenter,75,290,Hanwha,PNM-9085RQZ,HAN304747212,Zoom Malfunction,2025-08-09,High,2025-08-14,No,0,Active,812,Check RMA Eligibility,-150
TKT-009652,CAM3950,1652,DUBLIN,VA,"DUBLIN, VA #1652",Garden Center,Supercenter,75,312,Hanwha,PNM-9085RQZ,HAN340301385,Night Vision Failure,2025-11-01,Medium,2025-11-30,No,0,Expiring Soon,41,Escalate Before Warranty Expires,-150
TKT-009658,CAM154189,10514,Petersburg,VA,"Petersburg, VA #10514",Office Area,Supercenter,75,288,Bosch,DINION IP starlight 8000,BOS115594197,Mounting Bracket Broken,2025-03-14,Critical,2025-04-03,No,0,Active,1395,Check RMA Eligibility,-150
TKT-009664,CAM59430,10135,Wytheville,VA,"Wytheville, VA #10135",Self-Checkout,Supercenter,75,288,Bosch,FLEXIDOME IP 5000i,BOS799129455,Lightning Strike,2026-01-22,High,2026-02-05,Yes,2500,Active,359,Submit Warranty Claim,2350
TKT-009678,CAM48876,10093,Essex,MD,"Essex, MD #10093",Garden Center,Supercenter,75,287,Hanwha,XNF-8010RV,HAN525687241,Physical Damage,2025-04-15,Medium,2025-04-16,Yes,2500,Active,985,Submit Warranty Claim,2350
TKT-009681,CAM3587,1631,HAMPTON,VA,"HAMPTON, VA #1631",Cash Registers,Supercenter,75,288,Hanwha,PNM-C16083RVQ,HAN915356141,Firmware Corruption,2025-01-28,High,2025-02-14,No,0,Active,621,Check RMA Eligibility,-150
TKT-009684,CAM92331,10267,Farmville,VA,"Farmville, VA #10267",Roof Perimeter,Supercenter,75,291,Hanwha,XND-6081RV,HAN458433021,No Video Signal,2024-11-27,Critical,2024-12-25,Yes,2500,Active,241,Submit Warranty Claim,2350
TKT-009690,CAM37735,10048,Blacksburg,VA,"Blacksburg, VA #10048",Customer Service,Supercenter,75,315,Bosch,DINION IP 7000 HD,BOS148807748,Cable Damage,2025-01-18,Critical,2025-01-22,Yes,2500,Active,903,Submit Warranty Claim,2350
TKT-009698,CAM196455,10683,Owings Mills,MD,"Owings Mills, MD #10683",Rear Entrance,Supercenter,75,293,Bosch,AUTODOME IP 5000i,BOS747143259,Overheating,2026-01-21,Low,2026-02-17,No,0,Active,960,Check RMA Eligibility,-150
TKT-009700,CAM20150,4064,VIRGINIA BEACH,VA,"VIRGINIA BEACH, VA #4064",Electronics Department,Supercenter,75,289,Hanwha,PNV-A9081R,HAN676351891,No Video Signal,2024-11-12,Critical,2024-12-06,Yes,2500,Active,656,Submit Warranty Claim,2350
TKT-009723,CAM17642,3490,HANOVER,MD,"HANOVER, MD #3490",Emergency Exit West,Supercenter,75,282,Axis,M3067-P,AXI538367068,Power Failure,2025-03-07,Critical,2025-04-01,Yes,2500,Active,488,Submit Warranty Claim,2350
TKT-009724,CAM209846,10737,Danville,VA,"Danville, VA #10737",Break Room,Supercenter,75,290,Hanwha,PNM-C16083RVQ,HAN291818000,No Video Signal,2025-12-19,Low,2026-01-15,Yes,2500,Active,1082,Submit Warranty Claim,2350
TKT-009730,CAM6423,1811,NORFOLK,VA,"NORFOLK, VA #1811",Parking Lot South,Supercenter,75,289,Bosch,AUTODOME IP 5000i,BOS514584631,Image Quality Degraded,2025-12-31,Medium,2026-01-13,No,0,Active,665,Check RMA Eligibility,-150
TKT-009732,CAM96025,10282,Abingdon,MD,"Abingdon, MD #10282",Front Entrance,Supercenter,75,314,Hanwha,XND-6081RV,HAN223812887,Firmware Corruption,2024-11-17,Medium,2024-11-21,No,0,Active,1393,Check RMA Eligibility,-150
TKT-009735,CAM80608,10220,Culpeper,VA,"Culpeper, VA #10220",Receiving Area,Supercenter,75,312,Hanwha,PNM-C16083RVQ,HAN214041250,Focus Issue,2024-12-19,Critical,2025-01-15,No,0,Active,678,Check RMA Eligibility,-150
TKT-009741,CAM89051,10254,Towson,MD,"Towson, MD #10254",Pharmacy,Supercenter,75,508,Bosch,DINION IP starlight 8000,BOS626306774,Network Connectivity Lost,2024-11-24,Low,2024-12-07,No,0,Active,1146,Check RMA Eligibility,-150
TKT-009749,CAM154597,10516,Owings Mills,MD,"Owings Mills, MD #10516",Receiving Area,Supercenter,75,289,Axis,P3265-LVE,AXI785566014,Firmware Corruption,2025-01-06,Medium,2025-02-01,No,0,Active,804,Check RMA Eligibility,-150
TKT-009750,CAM112958,10349,Culpeper,VA,"Culpeper, VA #10349",Garden Center,Supercenter,75,290,Bosch,DINION IP 7000 HD,BOS851864608,Moisture Ingress,2025-07-04,High,2025-07-31,Yes,2500,Active,915,Submit Warranty Claim,2350
TKT-009758,CAM117761,10369,Christiansburg,VA,"Christiansburg, VA #10369",Restrooms Area,Supercenter,75,293,Axis,Q6075-E,AXI946342676,Zoom Malfunction,2024-12-14,Critical,2025-01-11,No,0,Active,997,Check RMA Eligibility,-150
TKT-009760,CAM194039,10674,Yorktown,VA,"Yorktown, VA #10674",Sales Floor Aisle 1-10,Supercenter,75,314,Hanwha,PNM-C16083RVQ,HAN857251620,SD Card Failure,2025-03-13,Medium,2025-03-23,No,0,Active,628,Check RMA Eligibility,-150
TKT-009765,CAM200869,10701,Dundalk,MD,"Dundalk, MD #10701",Break Room,Supercenter,75,282,Axis,M3046-V,AXI784935041,Zoom Malfunction,2025-10-08,Low,2025-11-07,No,0,Active,805,Check RMA Eligibility,-150
TKT-009778,CAM206002,10722,Abingdon,VA,"Abingdon, VA #10722",Sales Floor Aisle 1-10,Supercenter,75,508,Bosch,DINION IP starlight 8000,BOS594062369,Audio Failure,2025-06-17,Medium,2025-06-23,No,0,Active,657,Check RMA Eligibility,-150
TKT-009784,CAM179180,10614,Portsmouth,VA,"Portsmouth, VA #10614",Roof Perimeter,Supercenter,75,508,Axis,P3245-LVE,AXI554744404,Night Vision Failure,2025-03-18,Low,2025-03-27,Yes,2500,Active,713,Submit Warranty Claim,2350
TKT-009785,CAM133589,10432,Severna Park,MD,"Severna Park, MD #10432",Sales Floor Aisle 11-20,Supercenter,75,289,Hanwha,XNV-8080R,HAN917303846,Lens Obstruction,2025-05-07,Critical,2025-05-10,Yes,2500,Active,778,Submit Warranty Claim,2350
TKT-009791,CAM4528,1716,PRINCE FREDERICK,MD,"PRINCE FREDERICK, MD #1716",Sales Floor Aisle 11-20,Supercenter,75,508,Bosch,AUTODOME IP 5000i,BOS102433686,Lens Obstruction,2026-02-07,Low,2026-02-17,Yes,2500,Active,388,Submit Warranty Claim,2350
TKT-009796,CAM125595,10400,Bowie,MD,"Bowie, MD #10400",Bakery,Supercenter,75,282,Axis,Q6075-E,AXI594624663,IR LEDs Burned Out,2024-12-26,Critical,2024-12-31,Yes,2500,Active,550,Submit Warranty Claim,2350
TKT-009799,CAM100286,10299,Towson,MD,"Towson, MD #10299",Jewelry Counter,Supercenter,75,291,Bosch,MIC IP fusion 9000i,BOS237211193,PTZ Motor Failure,2024-12-25,Low,2024-12-27,No,0,Active,768,Check RMA Eligibility,-150
TKT-009801,CAM69014,10174,Fairfax,VA,"Fairfax, VA #10174",Emergency Exit West,Supercenter,75,287,Bosch,DINION IP 7000 HD,BOS708500457,Night Vision Failure,2026-01-01,Critical,2026-01-30,No,0,Active,1352,Check RMA Eligibility,-150
TKT-009802,CAM95720,10280,Bowie,MD,"Bowie, MD #10280",Automotive Section,Supercenter,75,289,Bosch,FLEXIDOME IP 3000i,BOS693339907,Night Vision Failure,2025-11-10,Medium,2025-11-11,No,0,Active,838,Check RMA Eligibility,-150
TKT-009804,CAM150357,10499,Leesburg,VA,"Leesburg, VA #10499",Emergency Exit West,Supercenter,75,315,Axis,M3116-LVE,AXI428995853,Lightning Strike,2025-09-29,Low,2025-10-11,Yes,2500,Active,861,Submit Warranty Claim,2350
TKT-009812,CAM174041,10594,Lexington,VA,"Lexington, VA #10594",Parking Lot South,Supercenter,75,293,Hanwha,PNM-C16083RVQ,HAN151690536,Image Quality Degraded,2025-08-25,Low,2025-09-09,Yes,2500,Active,929,Submit Warranty Claim,2350
TKT-009816,CAM54475,10115,Hampton,VA,"Hampton, VA #10115",Deli,Supercenter,75,290,Bosch,MIC IP fusion 9000i,BOS852584743,Focus Issue,2025-09-02,Low,2025-09-27,No,0,Active,166,Check RMA Eligibility,-150
TKT-009817,CAM212781,10749,Severna Park,MD,"Severna Park, MD #10749",Loading Dock,Supercenter,75,315,Bosch,AUTODOME IP 5000i,BOS340570242,SD Card Failure,2026-01-10,High,2026-01-19,No,0,Active,1307,Check RMA Eligibility,-150
TKT-009821,CAM139971,10457,Parkville,MD,"Parkville, MD #10457",Garden Center,Supercenter,75,291,Axis,P1448-LE,AXI438286845,Audio Failure,2026-01-09,Critical,2026-01-27,No,0,Active,1035,Check RMA Eligibility,-150
TKT-009822,CAM76243,10202,Lexington,VA,"Lexington, VA #10202",Garden Center,Supercenter,75,508,Axis,Q6155-E,AXI239783050,IR LEDs Burned Out,2025-09-18,Low,2025-09-25,Yes,2500,Active,154,Submit Warranty Claim,2350
TKT-009826,CAM148184,10490,Essex,MD,"Essex, MD #10490",Jewelry Counter,Supercenter,75,508,Hanwha,XND-6081RV,HAN221615489,Cable Damage,2024-12-27,Medium,2025-01-02,Yes,2500,Active,688,Submit Warranty Claim,2350
TKT-009832,CAM165323,10559,Pulaski,VA,"Pulaski, VA #10559",Electronics Department,Supercenter,75,508,Bosch,FLEXIDOME IP 5000i,BOS992028555,Network Connectivity Lost,2025-04-21,Medium,2025-04-26,No,0,Active,94,Check RMA Eligibility,-150
TKT-009843,CAM135103,10438,Abingdon,VA,"Abingdon, VA #10438",Receiving Area,Supercenter,75,291,Axis,P3265-LVE,AXI388644810,Overheating,2026-02-02,High,2026-02-15,No,0,Active,1277,Check RMA Eligibility,-150
TKT-009845,CAM12837,2565,MADISON HEIGHTS,VA,"MADISON HEIGHTS, VA #2565",Emergency Exit West,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS378321019,Focus Issue,2025-04-24,Critical,2025-05-12,No,0,Active,549,Check RMA Eligibility,-150
TKT-009848,CAM3414,1524,CHESTER,VA,"CHESTER, VA #1524",Front Entrance,Supercenter,75,290,Axis,Q6155-E,AXI140109608,Power Failure,2024-12-21,Low,2024-12-22,No,0,Active,1206,Check RMA Eligibility,-150
TKT-009850,CAM181086,10622,Salem,VA,"Salem, VA #10622",Stockroom,Supercenter,75,289,Axis,M3067-P,AXI862428260,Video Artifacts,2025-10-10,Critical,2025-10-29,No,0,Active,1360,Check RMA Eligibility,-150
TKT-009863,CAM134640,10436,Manassas,VA,"Manassas, VA #10436",Self-Checkout,Supercenter,75,314,Bosch,FLEXIDOME IP 5000i,BOS456439703,Focus Issue,2024-12-27,Medium,2025-01-03,Yes,2500,Active,334,Submit Warranty Claim,2350
TKT-009872,CAM37457,10047,Front Royal,VA,"Front Royal, VA #10047",Pharmacy,Supercenter,75,315,Hanwha,XNV-8080R,HAN277469550,Lightning Strike,2025-04-01,High,2025-04-04,Yes,2500,Active,544,Submit Warranty Claim,2350
TKT-009880,CAM122424,10387,Fairfax,VA,"Fairfax, VA #10387",Electronics Department,Supercenter,75,291,Hanwha,XND-6081RV,HAN476778395,Network Connectivity Lost,2024-12-29,Critical,2025-01-08,No,0,Active,608,Check RMA Eligibility,-150
TKT-009881,CAM198270,10691,Leesburg,VA,"Leesburg, VA #10691",Emergency Exit East,Supercenter,75,289,Hanwha,QNO-8080R,HAN108379939,Moisture Ingress,2024-12-08,Low,2024-12-25,No,0,Active,826,Check RMA Eligibility,-150
TKT-009893,CAM209494,10735,Oxon Hill,MD,"Oxon Hill, MD #10735",Emergency Exit West,Supercenter,75,291,Bosch,AUTODOME IP 5000i,BOS266538886,Power Failure,2025-08-04,Critical,2025-08-15,No,0,Active,440,Check RMA Eligibility,-150
TKT-009894,CAM59828,10137,Salisbury,MD,"Salisbury, MD #10137",Sales Floor Aisle 1-10,Supercenter,75,281,Axis,M3067-P,AXI808423567,Mounting Bracket Broken,2025-11-18,High,2025-12-18,No,0,Active,1028,Check RMA Eligibility,-150
TKT-009896,CAM70274,10179,Nottingham,MD,"Nottingham, MD #10179",Roof Perimeter,Supercenter,75,291,Hanwha,XNV-8080R,HAN540848672,Zoom Malfunction,2026-03-06,Critical,2026-04-03,Yes,2500,Active,587,Submit Warranty Claim,2350
TKT-009901,CAM120062,10378,Chesapeake,VA,"Chesapeake, VA #10378",Grocery Section,Supercenter,75,291,Hanwha,QNO-8080R,HAN189192409,Network Connectivity Lost,2026-03-02,Medium,2026-03-07,No,0,Active,1065,Check RMA Eligibility,-150
TKT-009902,CAM86232,10242,Covington,VA,"Covington, VA #10242",Office Area,Supercenter,75,288,Hanwha,PNM-C16083RVQ,HAN207103296,Physical Damage,2025-05-31,Low,2025-06-05,No,0,Active,911,Check RMA Eligibility,-150
TKT-009925,CAM84827,10237,Danville,VA,"Danville, VA #10237",Pharmacy,Supercenter,75,291,Axis,Q6155-E,AXI312015856,Audio Failure,2025-09-26,High,2025-10-14,No,0,Active,982,Check RMA Eligibility,-150
TKT-009929,CAM46535,10084,South Boston,VA,"South Boston, VA #10084",Grocery Section,Supercenter,75,287,Bosch,DINION IP starlight 8000,BOS317450146,Cable Damage,2025-10-24,High,2025-11-03,No,0,Active,1076,Check RMA Eligibility,-150
TKT-009935,CAM16854,3265,YORKTOWN,VA,"YORKTOWN, VA #3265",Rear Entrance,Supercenter,75,288,Bosch,MIC IP fusion 9000i,BOS824829810,PTZ Motor Failure,2025-07-05,Low,2025-07-24,No,0,Active,959,Check RMA Eligibility,-150
TKT-009936,CAM39378,10055,Middle River,MD,"Middle River, MD #10055",Front Entrance,Supercenter,75,314,Hanwha,PNM-C16083RVQ,HAN662922413,Image Quality Degraded,2025-01-05,High,2025-01-10,No,0,Active,1170,Check RMA Eligibility,-150
TKT-009938,CAM101806,10305,Bowie,MD,"Bowie, MD #10305",Break Room,Supercenter,75,287,Axis,P1448-LE,AXI617327005,Cable Damage,2024-11-17,Critical,2024-11-22,No,0,Active,1057,Check RMA Eligibility,-150
TKT-009941,CAM36067,10042,Ashland,VA,"Ashland, VA #10042",Rear Entrance,Supercenter,75,282,Axis,Q6075-E,AXI127948724,Power Failure,2025-07-17,Critical,2025-08-05,No,0,Expiring Soon,12,Escalate Before Warranty Expires,-150
TKT-009944,CAM98856,10293,Oxon Hill,MD,"Oxon Hill, MD #10293",Garden Center,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS408004868,Night Vision Failure,2025-08-29,Critical,2025-09-27,Yes,2500,Active,872,Submit Warranty Claim,2350
TKT-009945,CAM87448,10247,Dublin,VA,"Dublin, VA #10247",Garden Center,Supercenter,75,289,Hanwha,PNM-9085RQZ,HAN176384529,Video Artifacts,2025-05-02,Low,2025-05-16,No,0,Active,986,Check RMA Eligibility,-150
TKT-009947,CAM48827,10093,Essex,MD,"Essex, MD #10093",Restrooms Area,Supercenter,75,287,Hanwha,XND-6081RV,HAN228379594,IR LEDs Burned Out,2025-12-31,Low,2026-01-10,No,0,Active,609,Check RMA Eligibility,-150
TKT-009951,CAM83044,10230,Alexandria,VA,"Alexandria, VA #10230",Bakery,Supercenter,75,282,Axis,M3067-P,AXI156125164,Cable Damage,2024-12-14,Medium,2024-12-24,No,0,Active,651,Check RMA Eligibility,-150
TKT-009955,CAM96457,10283,Ashland,VA,"Ashland, VA #10283",Deli,Supercenter,75,291,Hanwha,QNO-8080R,HAN265503234,PTZ Motor Failure,2026-02-24,Critical,2026-02-26,No,0,Active,817,Check RMA Eligibility,-150
TKT-009958,CAM173290,10591,Farmville,VA,"Farmville, VA #10591",Jewelry Counter,Supercenter,75,508,Bosch,FLEXIDOME IP 5000i,BOS353125328,Network Connectivity Lost,2024-12-23,Low,2024-12-28,No,0,Active,296,Check RMA Eligibility,-150
TKT-009962,CAM134505,10436,Manassas,VA,"Manassas, VA #10436",Emergency Exit East,Supercenter,75,314,Bosch,DINION IP starlight 8000,BOS505845494,Network Connectivity Lost,2025-02-05,Critical,2025-02-14,No,0,Active,350,Check RMA Eligibility,-150
TKT-009967,CAM143816,10473,Winchester,VA,"Winchester, VA #10473",Customer Service,Supercenter,75,315,Bosch,FLEXIDOME IP 3000i,BOS296598509,Mounting Bracket Broken,2025-02-01,High,2025-02-06,No,0,Active,396,Check RMA Eligibility,-150
TKT-009977,CAM140357,10459,Charlottesville,VA,"Charlottesville, VA #10459",Front Entrance,Supercenter,75,312,Axis,P3245-LVE,AXI351864346,Focus Issue,2025-06-15,Medium,2025-07-10,Yes,2500,Active,225,Submit Warranty Claim,2350
TKT-009987,CAM82635,10228,Farmville,VA,"Farmville, VA #10228",Grocery Section,Supercenter,75,281,Bosch,DINION IP starlight 8000,BOS351235878,SD Card Failure,2025-09-15,High,2025-09-16,No,0,Active,1195,Check RMA Eligibility,-150
TKT-009993,CAM47525,10088,Wytheville,VA,"Wytheville, VA #10088",Stockroom,Supercenter,75,293,Axis,M3067-P,AXI458483707,Night Vision Failure,2025-07-31,Medium,2025-08-30,No,0,Active,804,Check RMA Eligibility,-150
TKT-010000,CAM191189,10662,Columbia,MD,"Columbia, MD #10662",Automotive Section,Supercenter,75,288,Bosch,MIC IP fusion 9000i,BOS555750047,Zoom Malfunction,2024-12-02,Medium,2024-12-28,No,0,Active,161,Check RMA Eligibility,-150
TKT-010001,CAM162910,10549,Hampton,VA,"Hampton, VA #10549",Bakery,Supercenter,75,290,Axis,P1448-LE,AXI177985062,Power Failure,2025-03-29,Low,2025-04-14,No,0,Active,743,Check RMA Eligibility,-150
TKT-010010,CAM15513,2853,LA PLATA,MD,"LA PLATA, MD #2853",Jewelry Counter,Supercenter,75,508,Hanwha,QNO-8080R,HAN832926644,Overheating,2026-01-08,Medium,2026-01-20,No,0,Active,910,Check RMA Eligibility,-150
TKT-010022,CAM78271,10211,Hagerstown,MD,"Hagerstown, MD #10211",Garden Center,Supercenter,75,315,Axis,P1448-LE,AXI975379519,Network Connectivity Lost,2026-02-17,Critical,2026-02-18,Yes,2500,Active,590,Submit Warranty Claim,2350
TKT-010023,CAM129156,10414,Christiansburg,VA,"Christiansburg, VA #10414",Stockroom,Supercenter,75,315,Axis,P3265-LVE,AXI380293303,Physical Damage,2025-08-30,Critical,2025-09-20,No,0,Active,691,Check RMA Eligibility,-150
TKT-010033,CAM129688,10416,Colonial Heights,VA,"Colonial Heights, VA #10416",Break Room,Supercenter,75,291,Hanwha,XNF-8010RV,HAN836040998,No Video Signal,2025-10-30,Critical,2025-11-22,No,0,Active,727,Check RMA Eligibility,-150
TKT-010034,CAM87523,10248,Westminster,MD,"Westminster, MD #10248",Roof Perimeter,Supercenter,75,291,Hanwha,XND-6081RV,HAN318950623,SD Card Failure,2024-12-29,Low,2025-01-18,No,0,Active,1113,Check RMA Eligibility,-150
TKT-010042,CAM185674,10640,Petersburg,VA,"Petersburg, VA #10640",Rear Entrance,Supercenter,75,291,Bosch,AUTODOME IP 5000i,BOS573750249,Lens Obstruction,2025-10-03,Low,2025-10-08,No,0,Expiring Soon,45,Escalate Before Warranty Expires,-150
TKT-010045,CAM182210,10626,Alexandria,VA,"Alexandria, VA #10626",Parking Lot North,Supercenter,75,282,Bosch,FLEXIDOME IP 3000i,BOS333929830,Video Artifacts,2025-08-30,Critical,2025-09-15,No,0,Active,815,Check RMA Eligibility,-150
TKT-010046,CAM160244,10538,Abingdon,VA,"Abingdon, VA #10538",Restrooms Area,Supercenter,75,291,Hanwha,XNF-8010RV,HAN809919321,SD Card Failure,2025-09-18,Critical,2025-10-10,No,0,Active,435,Check RMA Eligibility,-150
TKT-010049,CAM14032,2799,CLINTON,MD,"CLINTON, MD #2799",Sales Floor Aisle 1-10,Supercenter,75,508,Hanwha,PNV-A9081R,HAN991714929,IR LEDs Burned Out,2025-09-05,Low,2025-09-08,Yes,2500,Active,1045,Submit Warranty Claim,2350
TKT-010054,CAM197028,10686,Pulaski,VA,"Pulaski, VA #10686",Front Entrance,Supercenter,75,290,Hanwha,XNF-8010RV,HAN873521718,Power Failure,2026-04-17,High,2026-04-29,Yes,2500,Active,880,Submit Warranty Claim,2350
TKT-010056,CAM101959,10305,Bowie,MD,"Bowie, MD #10305",Electronics Department,Supercenter,75,287,Hanwha,XND-6081RV,HAN897848942,Audio Failure,2025-09-01,Low,2025-09-28,Yes,2500,Active,449,Submit Warranty Claim,2350
TKT-010076,CAM166168,10562,Laurel,MD,"Laurel, MD #10562",Parking Lot South,Supercenter,75,281,Hanwha,QNO-8080R,HAN500768587,No Video Signal,2025-02-05,Critical,2025-02-09,No,0,Active,775,Check RMA Eligibility,-150
TKT-010083,CAM205128,10718,Hopewell,VA,"Hopewell, VA #10718",Roof Perimeter,Supercenter,75,291,Hanwha,PNM-C16083RVQ,HAN931574822,Lens Obstruction,2025-02-28,Medium,2025-03-18,No,0,Active,1427,Check RMA Eligibility,-150
TKT-010090,CAM99138,10294,South Boston,VA,"South Boston, VA #10294",Sales Floor Aisle 1-10,Supercenter,75,291,Hanwha,PNM-C16083RVQ,HAN241930459,Lightning Strike,2025-07-18,High,2025-08-12,No,0,Active,680,Check RMA Eligibility,-150
TKT-010093,CAM183063,10630,Essex,MD,"Essex, MD #10630",Garden Center,Supercenter,75,315,Hanwha,QNO-8080R,HAN547665820,Mounting Bracket Broken,2024-11-11,Medium,2024-11-23,No,0,Active,767,Check RMA Eligibility,-150
TKT-010109,CAM148103,10490,Essex,MD,"Essex, MD #10490",Bakery,Supercenter,75,508,Axis,Q6075-E,AXI882384843,Image Quality Degraded,2026-03-11,Low,2026-03-24,No,0,Active,445,Check RMA Eligibility,-150
TKT-010111,CAM148387,10491,Christiansburg,VA,"Christiansburg, VA #10491",Loading Dock,Supercenter,75,312,Axis,P1448-LE,AXI156942136,Zoom Malfunction,2025-03-04,High,2025-03-12,No,0,Active,1367,Check RMA Eligibility,-150
TKT-010120,CAM189280,10655,Danville,VA,"Danville, VA #10655",Pharmacy,Supercenter,75,314,Bosch,AUTODOME IP 5000i,BOS661788462,Network Connectivity Lost,2025-12-24,Low,2025-12-31,No,0,Active,1393,Check RMA Eligibility,-150
TKT-010121,CAM89374,10255,Harrisonburg,VA,"Harrisonburg, VA #10255",Parking Lot South,Supercenter,75,287,Hanwha,QNO-8080R,HAN947226509,Power Failure,2025-03-15,Low,2025-04-03,No,0,Expiring Soon,76,Escalate Before Warranty Expires,-150
TKT-010123,CAM105616,10320,Catonsville,MD,"Catonsville, MD #10320",Parking Lot South,Supercenter,75,291,Hanwha,PNV-A9081R,HAN322817839,Physical Damage,2026-02-14,Medium,2026-03-14,Yes,2500,Active,120,Submit Warranty Claim,2350
TKT-010126,CAM190946,10661,Galax,VA,"Galax, VA #10661",Bakery,Supercenter,75,290,Hanwha,XND-6081RV,HAN663296861,Network Connectivity Lost,2025-03-15,Medium,2025-03-30,No,0,Active,188,Check RMA Eligibility,-150
TKT-010137,CAM105566,10320,Catonsville,MD,"Catonsville, MD #10320",Loading Dock,Supercenter,75,291,Bosch,FLEXIDOME IP 5000i,BOS593045085,Mounting Bracket Broken,2025-05-14,Critical,2025-06-07,Yes,2500,Active,1281,Submit Warranty Claim,2350
TKT-010138,CAM105100,10318,Petersburg,VA,"Petersburg, VA #10318",Emergency Exit East,Supercenter,75,291,Bosch,DINION IP 7000 HD,BOS146453529,Night Vision Failure,2025-04-16,Medium,2025-04-23,No,0,Active,301,Check RMA Eligibility,-150
TKT-010139,CAM155778,10521,Greenbelt,MD,"Greenbelt, MD #10521",Receiving Area,Supercenter,75,290,Hanwha,XNV-8080R,HAN677484079,Physical Damage,2025-01-13,Medium,2025-02-11,No,0,Active,1173,Check RMA Eligibility,-150
TKT-010147,CAM158064,10530,Fredericksburg,VA,"Fredericksburg, VA #10530",Stockroom,Supercenter,75,315,Bosch,MIC IP fusion 9000i,BOS200837343,Audio Failure,2026-01-28,Medium,2026-02-26,Yes,2500,Active,285,Submit Warranty Claim,2350
TKT-010150,CAM48666,10092,North Bethesda,MD,"North Bethesda, MD #10092",Restrooms Area,Supercenter,75,282,Axis,M3067-P,AXI597450183,Network Connectivity Lost,2025-07-25,High,2025-07-31,Yes,2500,Active,1276,Submit Warranty Claim,2350
TKT-010153,CAM196900,10685,Fairfax,VA,"Fairfax, VA #10685",Garden Center,Supercenter,75,287,Hanwha,XNF-8010RV,HAN239846717,SD Card Failure,2025-04-29,Critical,2025-05-04,No,0,Active,1186,Check RMA Eligibility,-150
TKT-010156,CAM204375,10715,Dublin,VA,"Dublin, VA #10715",Customer Service,Supercenter,75,288,Axis,P1448-LE,AXI595121712,Audio Failure,2026-05-04,Medium,2026-05-25,Yes,2500,Active,1157,Submit Warranty Claim,2350
TKT-010157,CAM22626,5228,COLUMBIA,MD,"COLUMBIA, MD #5228",Self-Checkout,Supercenter,75,282,Hanwha,PNV-A9081R,HAN416090134,Network Connectivity Lost,2025-07-02,Critical,2025-07-09,No,0,Active,247,Check RMA Eligibility,-150
TKT-010166,CAM53922,10113,Waynesboro,VA,"Waynesboro, VA #10113",Stockroom,Supercenter,75,315,Axis,M3046-V,AXI117385090,Mounting Bracket Broken,2025-06-04,Medium,2025-06-16,Yes,2500,Active,1098,Submit Warranty Claim,2350
